airport_id,origin_codes,months_present,all_12_months,observed_seq_count,all_seq_mapping_pass,station_ids,unique_station_count,spatial_qualified
11641,FAY,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093740,1,True
11648,FCA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024146,1,True
11695,FLG,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003103,1,True
11697,FLL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012849,1,True
11699,FLO,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013744,1,True
11711,FMN,5|6|7|8|9|10|11|12,False,2,True,USW00023090,1,False
11721,FNT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014826,1,True
11725,FOD,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00094933,1,True
11775,FSD,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USC00397666,1,True
11778,FSM,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013964,1,True
11823,FWA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014827,1,True
11865,GCC,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00094023,1,True
11867,GCK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023064,1,True
11884,GEG,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024157,1,True
11898,GFK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014916|USW00014917,2,True
11905,GGG,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003901,1,True
11921,GJT,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023066,1,True
11953,GNV,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012816,1,True
11973,GPT,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093874,1,True
11977,GRB,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014898,1,True
11980,GRI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014935,1,True
11982,GRK,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003902,1,True
11986,GRR,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00094860,1,True
11995,GSO,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013723,1,True
11996,GSP,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003870,1,True
11997,GST,6|7|8,False,1,True,USW00025380,1,False
12003,GTF,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024143,1,True
12007,GTR,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00053893,1,True
12012,GUC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093007,1,True
12016,GUM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
12094,HDN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094025,1,True
12119,HGR,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093706,1,True
12124,HHH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00063837,1,True
12129,HIB,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094931,1,True
12156,HLN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024144,1,True
12173,HNL,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USI0000PHIK,1,True
12177,HOB,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093034,1,True
12191,HOU,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012918,1,True
12197,HPN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094745,1,True
12206,HRL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012904,1,True
12217,HSV,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003856,1,True
12223,HTS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003860,1,True
12250,HYA,6|7|8|9|10,False,1,True,USW00094720,1,False
12255,HYS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003968,1,True
12264,IAD,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093738,1,True
12265,IAG,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00004724,1,True
12266,IAH,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012960,1,True
12278,ICT,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003928,1,True
12280,IDA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024145,1,True
12323,ILM,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013748,1,True
12335,IMT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094893,1,True
12339,IND,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093819,1,True
12343,INL,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014918,1,True
12391,ISP,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00004781,1,True
12397,ITH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094761,1,True
12402,ITO,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00021504,1,True
12441,JAC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024166,1,True
12448,JAN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003940,1,True
12451,JAX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013889,1,True
12478,JFK,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094789,1,True
12511,JLN,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013987,1,True
12519,JMS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014919,1,True
12523,JNU,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00025309,1,True
12544,USA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00063801,1,True
12559,JST,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00004726,1,True
12758,KOA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00021510,1,True
12819,KTN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00025325,1,True
12878,LAF,8|9|10|11|12,False,1,True,USW00014835,1,False
12884,LAN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014836,1,True
12888,LAR,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024022,1,True
12889,LAS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023169,1,True
12891,LAW,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003950,1,True
12892,LAX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023174,1,True
12896,LBB,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023042,1,True
12898,LBE,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00054735,1,True
12899,LBF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024023,1,True
12902,LBL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023020,1,True
12915,LCH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USI0000KLCH,1,True
12917,LCK,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013812,1,True
12945,LEX,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093820,1,True
12951,LFT,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013976,1,True
12953,LGA,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014732,1,True
12954,LGB,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023129,1,True
12982,LIH,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00022536,1,True
12992,LIT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013963,1,True
13029,LNK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014939,1,True
13061,LRD,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
13076,LSE,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014920,1,True
13127,LWS,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024149,1,True
13139,LYH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013733,1,True
13158,MAF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USC00415893,1,True
13184,MBS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014845,1,True
13198,MCI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003947,1,True
13204,MCO,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012815,1,True
13211,MCW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014940,1,True
13230,MDT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014711,1,True
13232,MDW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014819,1,True
13241,MEI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013865,1,True
13244,MEM,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013893,1,True
13256,MFE,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012959,1,True
13264,MFR,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024225,1,True
13277,MGM,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013895,1,True
13282,MGW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013736,1,True
13290,MHK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00003936,1,True
13296,MHT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014710,1,True
13303,MIA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012839,1,True
13342,MKE,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014839,1,True
13360,MLB,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012838,1,True
13367,MLI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014923,1,True
13377,MLU,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013942,1,True
13422,MOB,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013894,1,True
13433,MOT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024013,1,True
13459,MQT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
13476,MRY,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023259,1,True
13485,MSN,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014837,1,True
13486,MSO,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024153,1,True
13487,MSP,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014947,1,True
13495,MSY,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00012916,1,True
13502,MTJ,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093013,1,True
13541,MVY,5|6|7|8|9|10,False,2,True,USW00094724,1,False
13577,MYR,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013717,1,True
13795,OAJ,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093753,1,True
13796,OAK,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023230,1,True
13830,OGG,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00022516,1,True
13851,OKC,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013967,1,True
13871,OMA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014942,1,True
13873,OME,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00026617,1,True
13891,ONT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00003102,1,True
13930,ORD,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014810,1,True
13931,ORF,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013737,1,True
13933,ORH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094746,1,True
13964,OTH,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024284,1,True
13970,OTZ,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USA00701334|USW00026616,2,True
14004,PAE,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024222,1,True
14025,PBG,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USI0000KPBG,1,True
14027,PBI,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012844,1,True
14057,PDX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024229,1,True
14082,PGD,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012812,1,True
14092,PGV,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00013783,1,True
14098,PHF,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00093741,1,True
14100,PHL,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013739,1,True
14107,PHX,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00023183,1,True
14108,PIA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014842,1,True
14109,PIB,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00053808,1,True
14112,PIE,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012873,1,True
14113,PIH,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024108,1,True
14120,PIR,8|9|10|11|12,False,1,True,USW00024025,1,False
14122,PIT,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094823,1,True
14150,PLN,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014841,1,True
14193,PNS,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013899,1,True
14222,PPG,1|2|3|4|5|6|7|8|9|10|11|12,True,2,False,,0,False
14231,PQI,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014604,1,True
14237,PRC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023184,1,True
14252,PSC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024163,1,True
14254,PSE,1|2|3|4|5|6|7|8|9|10|11|12,True,1,False,,0,False
14256,PSG,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00025329,1,True
14259,PSM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00004743,1,True
14262,PSP,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00093138,1,True
14303,PUW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094129,1,True
14307,PVD,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014765,1,True
14314,PVU,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024174,1,True
14321,PWM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014764,1,True
14457,RAP,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024090,1,True
14487,RDD,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024257,1,True
14489,RDM,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00024230,1,True
14492,RDU,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013722,1,True
14512,RFD,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00094822,1,True
14520,RHI,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00004803,1,True
14524,RIC,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013740,1,True
14534,RIW,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00024061,1,True
14543,RKS,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USC00487846,1,True
14570,RNO,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00023185,1,True
14574,ROA,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00013741,1,True
14576,ROC,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00014768,1,True
14588,ROW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USC00297614,1,True
14633,RST,1|2|3|4|5|6|7|8|9|10|11|12,True,2,True,USW00014925,1,True
14635,RSW,1|2|3|4|5|6|7|8|9|10|11|12,True,1,True,USW00012894,1,True
